SU_ID,POLLCLOSE_STATE_WEIGHT,POLLCLOSE_NATIONAL_WEIGHT,FINALVOTE_STATE_WEIGHT,FINALVOTE_NATIONAL_WEIGHT,P_STATE,STATENUM,LVA,LVB,LV,LIKELYVOTER,TIMEVOTE,TRUMPFACTOR3,FAVSENDEM,FAVSENREP,PARTYCONTROL,GETAHEAD,TRADENATIONALECON,TRADELOCALECON,HEALTHLAW,IMMDEPORT,RUSSIA,QPVVOTE,FIRSTTIME,QPVVOTE3,BREAKA,BREAKB,BREAKC,SEX,AGE65,RACETH,RACETH5,EDUC,INCOME,PARTY,PARTYFULL,IDEO,RELIG,RELIG4,SIZEPLACE,FORMFLAG
20031409,626.8327044,604.66577686,460.83850192,426.45425525,(IN) Indiana,(15) Indiana,(3) Somewhat interested,(1) Definitely will vote,(10) 10-Certain will vote,(1) Likely voter,(2) Early/Absentee,(1) Voted to express support for Trump,(3) Somewhat unfavorable,(2) Somewhat favorable,(1) Very important,(2) Holding steady,(1) Help,(1) Help,(2) Repeal parts of the law,(1) Offered a chance to apply for legal status,(2) No,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(1) Yes, it is","(2) No, it is not",(1) I've known all along,(1) Men,(4) 40-49,(1) White,(1) White,(3) College graduate,"(3) $50,000-$74,999",(2) Republican,(2) Republican/Lean Rep,(4) Somewhat conservative,(8) None,(4) Unaffiliated,(2) Suburban,(1) Form 1
20031476,711.69115398,686.52334424,736.56719659,717.35706958,(MN) Minnesota,(23) Minnesota,(2) Very interested,(1) Definitely will vote,(10) 10-Certain will vote,(1) Likely voter,(2) Early/Absentee,(2) Voted to express opposition for Trump,(2) Somewhat favorable,(99) DON’T KNOW/SKIPPED/REFUSED (VOL),(1) Very important,(1) Getting ahead,(2) Hurt,(2) Hurt,(4) Expand the law,(1) Offered a chance to apply for legal status,(2) No,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(2) No, it is not","(1) Yes, it is",(2) I decided over the course of the campaign,(1) Men,(4) 40-49,(1) White,(1) White,(4) Postgraduate study,"(5) $100,000 or more",(3) Neither,(3) Independent,(3) Moderate,(8) None,(4) Unaffiliated,(1) Urban,(3) Form 3
20031542,4964.3258422,4788.770466,2821.0946426,2707.2542137,(TX) Texas,(43) Texas,(1) Extremely interested,(5) I already voted,(12) Already voted,(1) Likely voter,(2) Early/Absentee,(2) Voted to express opposition for Trump,(1) Very favorable,(4) Very unfavorable,(1) Very important,(2) Holding steady,(2) Hurt,(2) Hurt,(4) Expand the law,(1) Offered a chance to apply for legal status,(1) Yes,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,(99) DON'T KNOW/SKIPPED/REFUSED (VOL),"(1) Yes, it is",(2) I decided over the course of the campaign,(2) Women,(99) DON’T KNOW/SKIPPED/REFUSED (VOL),(88) REMOVED FOR DISCLOSURE RISK,(99) DON’T KNOW/SKIPPED/REFUSED (VOL),(3) College graduate,"(4) $75,000-$99,999",(1) Democrat,(1) Democrat/Lean Dem,(4) Somewhat conservative,(4) Other Christian,(1) Protestant/Other Christian,(2) Suburban,(2) Form 2
20031626,545.68632715,526.38901036,490.39282391,418.21203784,(TX) Texas,(43) Texas,(1) Extremely interested,(1) Definitely will vote,(10) 10-Certain will vote,(1) Likely voter,(1) Election Day,(2) Voted to express opposition for Trump,(1) Very favorable,(4) Very unfavorable,(1) Very important,(2) Holding steady,(2) Hurt,(2) Hurt,(2) Repeal parts of the law,(1) Offered a chance to apply for legal status,(1) Yes,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(2) No, it is not","(1) Yes, it is",(1) I've known all along,(2) Women,(2) 25-29,(88) REMOVED FOR DISCLOSURE RISK,(3) Latino or Hispanic,(4) Postgraduate study,"(3) $50,000-$74,999",(1) Democrat,(1) Democrat/Lean Dem,(2) Somewhat liberal,(2) Catholic,(2) Catholic,(1) Urban,(2) Form 2
20031707,431.22005198,415.97065038,337.46652363,390.86555911,(PA) Pennsylvania,(38) Pennsylvania,(1) Extremely interested,(1) Definitely will vote,(10) 10-Certain will vote,(1) Likely voter,(1) Election Day,(2) Voted to express opposition for Trump,(4) Very unfavorable,(4) Very unfavorable,(1) Very important,(1) Getting ahead,(2) Hurt,(2) Hurt,(4) Expand the law,(1) Offered a chance to apply for legal status,(1) Yes,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(2) No, it is not","(1) Yes, it is",(1) I've known all along,(1) Men,(6) 65+,(1) White,(1) White,(3) College graduate,"(5) $100,000 or more",(3) Neither,(1) Democrat/Lean Dem,(2) Somewhat liberal,(2) Catholic,(2) Catholic,(2) Suburban,(1) Form 1
20031749,869.20320145,838.46523221,957.69524826,873.12937977,(WI) Wisconsin,(48) Wisconsin,(1) Extremely interested,(1) Definitely will vote,(10) 10-Certain will vote,(1) Likely voter,(1) Election Day,(3) Trump was not a factor,(4) Very unfavorable,(1) Very favorable,(1) Very important,(1) Getting ahead,(1) Help,(3) No difference,(2) Repeal parts of the law,(1) Offered a chance to apply for legal status,(2) No,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(1) Yes, it is","(1) Yes, it is",(1) I've known all along,(1) Men,(5) 50-64,(1) White,(1) White,(3) College graduate,"(4) $75,000-$99,999",(2) Republican,(2) Republican/Lean Rep,(4) Somewhat conservative,(1) Protestant,(1) Protestant/Other Christian,(3) Small town,(3) Form 3
20031765,356.79228181,344.17489825,235.35063249,259.56023102,(WV) West Virginia,(49) West Virginia,(1) Extremely interested,(1) Definitely will vote,(10) 10-Certain will vote,(1) Likely voter,(1) Election Day,(2) Voted to express opposition for Trump,(2) Somewhat favorable,(4) Very unfavorable,(1) Very important,(2) Holding steady,(2) Hurt,(2) Hurt,(3) Leave the law as is,(1) Offered a chance to apply for legal status,(1) Yes,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(2) No, it is not","(1) Yes, it is",(2) I decided over the course of the campaign,(1) Men,(5) 50-64,(1) White,(1) White,(2) Some college/assoc. degree,"(3) $50,000-$74,999",(1) Democrat,(1) Democrat/Lean Dem,(1) Very liberal,(4) Other Christian,(1) Protestant/Other Christian,(2) Suburban,(1) Form 1
20031822,2260.566615,2180.6253229,1616.1880782,1559.7625344,(AZ) Arizona,(4) Arizona,(3) Somewhat interested,(1) Definitely will vote,(10) 10-Certain will vote,(1) Likely voter,(2) Early/Absentee,(2) Voted to express opposition for Trump,(1) Very favorable,(4) Very unfavorable,(2) Somewhat important,(2) Holding steady,(2) Hurt,(2) Hurt,(3) Leave the law as is,(1) Offered a chance to apply for legal status,(2) No,(4) I'm sure I voted,(2) Not,(1) I did not vote in the 2014 election for Congress,"(2) No, it is not","(1) Yes, it is",(2) I decided over the course of the campaign,(2) Women,(1) 18-24,(3) Latino or Hispanic,(3) Latino or Hispanic,(1) High school or less,"(1) Under $25,000",(3) Neither,(1) Democrat/Lean Dem,(4) Somewhat conservative,(2) Catholic,(2) Catholic,(1) Urban,(1) Form 1
20031855,334.89066044,323.04779239,641.64783636,618.9677148,(WV) West Virginia,(49) West Virginia,(1) Extremely interested,(4) Definitely will not vote,(0) 0-Certain will not vote,(2) Nonvoter,,,(4) Very unfavorable,(4) Very unfavorable,,(3) Falling behind,(3) No difference,(3) No difference,(1) Repeal the law entirely,(1) Offered a chance to apply for legal status,(2) No,"(2) I thought about voting in the 2016 presidential election, but didn't",(1) First time voting,(1) I did not vote in the 2014 election for Congress,"(1) Yes, it is","(1) Yes, it is",,(2) Women,(5) 50-64,(7) Other,(5) Other,(1) High school or less,"(1) Under $25,000",(3) Neither,(3) Independent,(3) Moderate,(4) Other Christian,(1) Protestant/Other Christian,(3) Small town,(1) Form 1
20031990,3160.9363441,3049.1549287,2840.643833,2422.5302416,(TX) Texas,(43) Texas,(2) Very interested,(5) I already voted,(12) Already voted,(1) Likely voter,(2) Early/Absentee,(2) Voted to express opposition for Trump,(1) Very favorable,(4) Very unfavorable,(1) Very important,(2) Holding steady,(2) Hurt,(1) Help,(4) Expand the law,(1) Offered a chance to apply for legal status,(1) Yes,(4) I'm sure I voted,(2) Not,"(2) I thought about voting in the 2014 election for Congress, but didn't","(1) Yes, it is","(1) Yes, it is",(1) I've known all along,(2) Women,(5) 50-64,(88) REMOVED FOR DISCLOSURE RISK,(1) White,(3) College graduate,"(5) $100,000 or more",(1) Democrat,(1) Democrat/Lean Dem,(2) Somewhat liberal,(5) Jewish,(3) Other,(1) Urban,(4) Form 4
20032016,603.32327105,581.98771669,374.84171162,309.29850149,(MS) Mississippi,(25) Mississippi,(1) Extremely interested,(5) I already voted,(12) Already voted,(1) Likely voter,(2) Early/Absentee,(2) Voted to express opposition for Trump,(2) Somewhat favorable,(4) Very unfavorable,(1) Very important,(3) Falling behind,(2) Hurt,(2) Hurt,(4) Expand the law,(1) Offered a chance to apply for legal status,(1) Yes,(1) I did not vote in the 2016 presidential election,(2) Not,(4) I'm sure I voted,"(2) No, it is not","(1) Yes, it is",(2) I decided over the course of the campaign,(1) Men,(5) 50-64,(1) White,(1) White,(3) College graduate,"(4) $75,000-$99,999",(1) Democrat,(1) Democrat/Lean Dem,(2) Somewhat liberal,(1) Protestant,(1) Protestant/Other Christian,(4) Rural,(1) Form 1
20032042,131.45202846,126.8034395,136.04672694,132.49854435,(MN) Minnesota,(23) Minnesota,(1) Extremely interested,(1) Definitely will vote,(10) 10-Certain will vote,(1) Likely voter,(1) Election Day,(2) Voted to express opposition for Trump,(1) Very favorable,(99) DON’T KNOW/SKIPPED/REFUSED (VOL),(1) Very important,(2) Holding steady,(2) Hurt,(2) Hurt,(2) Repeal parts of the law,(1) Offered a chance to apply for legal status,(1) Yes,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(2) No, it is not","(1) Yes, it is",(2) I decided over the course of the campaign,(2) Women,(2) 25-29,"(5) American Indian, Native American or Alaska Native",(5) Other,(4) Postgraduate study,"(3) $50,000-$74,999",(3) Neither,(1) Democrat/Lean Dem,(2) Somewhat liberal,(8) None,(4) Unaffiliated,(1) Urban,(4) Form 4
20032046,51.9917813,50.153175814,45.468117629,34.687998414,(NH) New Hampshire,(30) New Hampshire,(1) Extremely interested,(1) Definitely will vote,(10) 10-Certain will vote,(1) Likely voter,(1) Election Day,(2) Voted to express opposition for Trump,,,,(2) Holding steady,(2) Hurt,(2) Hurt,(2) Repeal parts of the law,(1) Offered a chance to apply for legal status,(1) Yes,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(2) No, it is not","(1) Yes, it is",(2) I decided over the course of the campaign,(1) Men,(6) 65+,(1) White,(1) White,(3) College graduate,"(5) $100,000 or more",(2) Republican,(2) Republican/Lean Rep,(3) Moderate,(1) Protestant,(1) Protestant/Other Christian,(3) Small town,(1) Form 1
20032110,398.39144398,384.30297315,517.35027624,444.61554947,(WI) Wisconsin,(48) Wisconsin,(2) Very interested,(2) Probably will vote,(10) 10-Certain will vote,(1) Likely voter,(1) Election Day,(1) Voted to express support for Trump,(2) Somewhat favorable,(99) DON’T KNOW/SKIPPED/REFUSED (VOL),(1) Very important,(3) Falling behind,(2) Hurt,(2) Hurt,(3) Leave the law as is,(2) Deported to the country they came from,(1) Yes,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(1) Yes, it is","(1) Yes, it is",(2) I decided over the course of the campaign,(1) Men,(5) 50-64,(1) White,(1) White,(2) Some college/assoc. degree,"(3) $50,000-$74,999",(1) Democrat,(1) Democrat/Lean Dem,(2) Somewhat liberal,(8) None,(4) Unaffiliated,(2) Suburban,(1) Form 1
20032157,210.64545307,203.19631638,478.18217917,448.19720052,(AZ) Arizona,(4) Arizona,(3) Somewhat interested,(2) Probably will vote,(7) 7,(2) Nonvoter,(2) Early/Absentee,(1) Voted to express support for Trump,(3) Somewhat unfavorable,(2) Somewhat favorable,(1) Very important,(2) Holding steady,(3) No difference,(3) No difference,(4) Expand the law,(2) Deported to the country they came from,(2) No,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(1) Yes, it is","(2) No, it is not",(3) I decided in the last few days,(1) Men,(5) 50-64,(1) White,(1) White,(2) Some college/assoc. degree,"(1) Under $25,000",(3) Neither,(3) Independent,(3) Moderate,(7) Something else,(3) Other,(1) Urban,(4) Form 4
20032167,259.99533571,250.80102002,178.28675156,163.64351063,(IN) Indiana,(15) Indiana,(1) Extremely interested,(5) I already voted,(12) Already voted,(1) Likely voter,(2) Early/Absentee,(2) Voted to express opposition for Trump,(2) Somewhat favorable,(4) Very unfavorable,(1) Very important,(2) Holding steady,(2) Hurt,(2) Hurt,(4) Expand the law,(1) Offered a chance to apply for legal status,(1) Yes,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(2) No, it is not","(1) Yes, it is",(1) I've known all along,(2) Women,(6) 65+,(1) White,(1) White,(4) Postgraduate study,"(3) $50,000-$74,999",(1) Democrat,(1) Democrat/Lean Dem,(1) Very liberal,(8) None,(4) Unaffiliated,(1) Urban,(4) Form 4
20032187,4506.3798016,4347.0189484,3624.7917539,3980.3540223,(GA) Georgia,(10) Georgia,(1) Extremely interested,(1) Definitely will vote,(10) 10-Certain will vote,(1) Likely voter,(1) Election Day,(3) Trump was not a factor,,,,(2) Holding steady,(1) Help,(1) Help,(1) Repeal the law entirely,(2) Deported to the country they came from,(2) No,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(1) Yes, it is","(2) No, it is not",(1) I've known all along,(2) Women,(4) 40-49,(88) REMOVED FOR DISCLOSURE RISK,(1) White,(1) High school or less,"(3) $50,000-$74,999",(2) Republican,(2) Republican/Lean Rep,(4) Somewhat conservative,(4) Other Christian,(1) Protestant/Other Christian,(3) Small town,(1) Form 1
20032212,73.357043579,70.762890054,45.719690597,44.844996678,(NH) New Hampshire,(30) New Hampshire,(1) Extremely interested,(1) Definitely will vote,(10) 10-Certain will vote,(1) Likely voter,(1) Election Day,(2) Voted to express opposition for Trump,,,,(1) Getting ahead,(2) Hurt,(2) Hurt,(4) Expand the law,(1) Offered a chance to apply for legal status,(1) Yes,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(2) No, it is not","(1) Yes, it is",(1) I've known all along,(2) Women,(5) 50-64,(1) White,(1) White,(4) Postgraduate study,"(5) $100,000 or more",(3) Neither,(1) Democrat/Lean Dem,(2) Somewhat liberal,(1) Protestant,(1) Protestant/Other Christian,(3) Small town,(3) Form 3
20032221,386.61316491,372.94121392,295.19510259,219.10076763,(MD) Maryland,(20) Maryland,(1) Extremely interested,(1) Definitely will vote,(10) 10-Certain will vote,(1) Likely voter,(2) Early/Absentee,(1) Voted to express support for Trump,(3) Somewhat unfavorable,(1) Very favorable,(1) Very important,(2) Holding steady,(1) Help,(1) Help,(2) Repeal parts of the law,(2) Deported to the country they came from,(2) No,(1) I did not vote in the 2016 presidential election,(1) First time voting,(1) I did not vote in the 2014 election for Congress,"(1) Yes, it is","(2) No, it is not",(3) I decided in the last few days,(2) Women,(1) 18-24,(4) Asian,(4) Asian,(2) Some college/assoc. degree,"(5) $100,000 or more",(3) Neither,(3) Independent,(3) Moderate,(8) None,(4) Unaffiliated,(2) Suburban,(1) Form 1
20032229,2084.1939337,2010.4897769,1581.383218,1321.3965331,(GA) Georgia,(10) Georgia,(1) Extremely interested,(1) Definitely will vote,(10) 10-Certain will vote,(1) Likely voter,(1) Election Day,(2) Voted to express opposition for Trump,,,,(2) Holding steady,(2) Hurt,(2) Hurt,(4) Expand the law,(1) Offered a chance to apply for legal status,(1) Yes,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(2) No, it is not","(1) Yes, it is",(1) I've known all along,(2) Women,(3) 30-39,(88) REMOVED FOR DISCLOSURE RISK,(1) White,(3) College graduate,"(1) Under $25,000",(1) Democrat,(1) Democrat/Lean Dem,(1) Very liberal,(8) None,(4) Unaffiliated,(4) Rural,(1) Form 1
20032243,5047.3179693,4868.8277103,3791.1832988,9699.406287,(MI) Michigan,(22) Michigan,(3) Somewhat interested,(1) Definitely will vote,(10) 10-Certain will vote,(1) Likely voter,(1) Election Day,(3) Trump was not a factor,(2) Somewhat favorable,(99) DON’T KNOW/SKIPPED/REFUSED (VOL),(3) Not too important,(2) Holding steady,(1) Help,(3) No difference,(99) DON’T KNOW/SKIPPED/REFUSED (VOL),(2) Deported to the country they came from,(2) No,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(2) No, it is not","(2) No, it is not",(1) I've known all along,(2) Women,(6) 65+,(1) White,(1) White,(1) High school or less,"(2) $25,000-$49,999",(3) Neither,(3) Independent,(3) Moderate,(2) Catholic,(2) Catholic,(4) Rural,(1) Form 1
20032282,1626.0039044,1568.502899,1042.9314801,995.92248877,(NY) New York,(34) New York,(1) Extremely interested,(5) I already voted,(12) Already voted,(1) Likely voter,(1) Election Day,(2) Voted to express opposition for Trump,(1) Very favorable,(99) DON’T KNOW/SKIPPED/REFUSED (VOL),(1) Very important,(2) Holding steady,(2) Hurt,(3) No difference,(4) Expand the law,(1) Offered a chance to apply for legal status,(1) Yes,(4) I'm sure I voted,(2) Not,(1) I did not vote in the 2014 election for Congress,"(1) Yes, it is","(1) Yes, it is",(1) I've known all along,(2) Women,(2) 25-29,(3) Latino or Hispanic,(3) Latino or Hispanic,(3) College graduate,"(4) $75,000-$99,999",(1) Democrat,(1) Democrat/Lean Dem,(1) Very liberal,(7) Something else,(3) Other,(1) Urban,(4) Form 4
20032391,215.37030111,207.75407779,215.6936876,219.78649206,(MT) Montana,(26) Montana,(1) Extremely interested,(1) Definitely will vote,(9) 9,(1) Likely voter,(1) Election Day,(3) Trump was not a factor,(4) Very unfavorable,(1) Very favorable,(1) Very important,(2) Holding steady,(1) Help,(1) Help,(2) Repeal parts of the law,(1) Offered a chance to apply for legal status,(2) No,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(1) Yes, it is","(2) No, it is not",(1) I've known all along,(2) Women,(4) 40-49,(1) White,(1) White,(4) Postgraduate study,"(3) $50,000-$74,999",(2) Republican,(2) Republican/Lean Rep,(5) Very conservative,(4) Other Christian,(1) Protestant/Other Christian,(4) Rural,(3) Form 3
20032401,514.97701572,496.76568419,251.18789871,271.23204287,(OH) Ohio,(35) Ohio,(1) Extremely interested,(5) I already voted,(12) Already voted,(1) Likely voter,(2) Early/Absentee,(2) Voted to express opposition for Trump,(1) Very favorable,(3) Somewhat unfavorable,(1) Very important,(2) Holding steady,(2) Hurt,(2) Hurt,(4) Expand the law,(1) Offered a chance to apply for legal status,(2) No,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(2) No, it is not","(1) Yes, it is",(1) I've known all along,(2) Women,(6) 65+,(88) REMOVED FOR DISCLOSURE RISK,(1) White,(3) College graduate,"(2) $25,000-$49,999",(1) Democrat,(1) Democrat/Lean Dem,(2) Somewhat liberal,(7) Something else,(3) Other,(3) Small town,(3) Form 3
20032410,586.89356758,566.13902319,1208.8885964,879.02138109,(MA) Massachusetts,(19) Massachusetts,(2) Very interested,(1) Definitely will vote,(9) 9,(2) Nonvoter,(2) Early/Absentee,(2) Voted to express opposition for Trump,(2) Somewhat favorable,(99) DON’T KNOW/SKIPPED/REFUSED (VOL),(1) Very important,(1) Getting ahead,(2) Hurt,(3) No difference,(3) Leave the law as is,(2) Deported to the country they came from,(1) Yes,(1) I did not vote in the 2016 presidential election,(1) First time voting,(1) I did not vote in the 2014 election for Congress,"(2) No, it is not","(1) Yes, it is",(1) I've known all along,(1) Men,(1) 18-24,(88) REMOVED FOR DISCLOSURE RISK,(1) White,(2) Some college/assoc. degree,"(5) $100,000 or more",(3) Neither,(1) Democrat/Lean Dem,(2) Somewhat liberal,(8) None,(4) Unaffiliated,(3) Small town,(4) Form 4
20032434,66.141850865,63.802850992,50.489994668,45.871614367,(OH) Ohio,(35) Ohio,(1) Extremely interested,(1) Definitely will vote,(10) 10-Certain will vote,(1) Likely voter,(1) Election Day,(2) Voted to express opposition for Trump,(1) Very favorable,(4) Very unfavorable,(1) Very important,(2) Holding steady,(2) Hurt,(2) Hurt,(4) Expand the law,(1) Offered a chance to apply for legal status,(1) Yes,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(2) No, it is not","(1) Yes, it is",(1) I've known all along,(1) Men,(6) 65+,(88) REMOVED FOR DISCLOSURE RISK,(5) Other,(3) College graduate,(99) DON’T KNOW/SKIPPED/REFUSED (VOL),(3) Neither,(3) Independent,(1) Very liberal,(8) None,(4) Unaffiliated,(2) Suburban,(2) Form 2
20032459,1731.5347232,1670.3017906,3608.2776178,3431.4670315,(OH) Ohio,(35) Ohio,(3) Somewhat interested,(2) Probably will vote,(7) 7,(2) Nonvoter,(1) Election Day,(2) Voted to express opposition for Trump,(99) DON’T KNOW/SKIPPED/REFUSED (VOL),(99) DON’T KNOW/SKIPPED/REFUSED (VOL),(3) Not too important,(3) Falling behind,(2) Hurt,(2) Hurt,(3) Leave the law as is,(1) Offered a chance to apply for legal status,(1) Yes,(4) I'm sure I voted,(2) Not,(1) I did not vote in the 2014 election for Congress,"(1) Yes, it is","(1) Yes, it is",(4) I still haven't decided,(2) Women,(2) 25-29,(88) REMOVED FOR DISCLOSURE RISK,(1) White,(2) Some college/assoc. degree,"(1) Under $25,000",(3) Neither,(3) Independent,(4) Somewhat conservative,(4) Other Christian,(1) Protestant/Other Christian,(3) Small town,(4) Form 4
20032465,363.38911077,350.53844099,289.4021439,273.99467888,(NJ) New Jersey,(31) New Jersey,(1) Extremely interested,(1) Definitely will vote,(10) 10-Certain will vote,(1) Likely voter,(1) Election Day,(3) Trump was not a factor,(4) Very unfavorable,(1) Very favorable,(1) Very important,(2) Holding steady,(1) Help,(1) Help,(2) Repeal parts of the law,(1) Offered a chance to apply for legal status,(2) No,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(1) Yes, it is","(2) No, it is not",(1) I've known all along,(1) Men,(6) 65+,(1) White,(1) White,(4) Postgraduate study,"(5) $100,000 or more",(3) Neither,(2) Republican/Lean Rep,(5) Very conservative,(2) Catholic,(2) Catholic,(2) Suburban,(4) Form 4
20032566,481.65753228,464.62449054,356.42082923,355.5524727,(WA) Washington,(47) Washington,(1) Extremely interested,(1) Definitely will vote,(10) 10-Certain will vote,(1) Likely voter,(2) Early/Absentee,(2) Voted to express opposition for Trump,(2) Somewhat favorable,(3) Somewhat unfavorable,(1) Very important,(2) Holding steady,(2) Hurt,(2) Hurt,(4) Expand the law,(2) Deported to the country they came from,(1) Yes,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(2) No, it is not","(1) Yes, it is",(2) I decided over the course of the campaign,(2) Women,(5) 50-64,(1) White,(1) White,(4) Postgraduate study,"(4) $75,000-$99,999",(1) Democrat,(1) Democrat/Lean Dem,(3) Moderate,(8) None,(4) Unaffiliated,(2) Suburban,(2) Form 2
20032572,2502.1234452,2413.6398853,1942.6747531,1873.9751939,(FL) Florida,(9) Florida,(1) Extremely interested,(1) Definitely will vote,(10) 10-Certain will vote,(1) Likely voter,(1) Election Day,(2) Voted to express opposition for Trump,(1) Very favorable,(4) Very unfavorable,(1) Very important,(2) Holding steady,(2) Hurt,(2) Hurt,(4) Expand the law,(1) Offered a chance to apply for legal status,(1) Yes,(1) I did not vote in the 2016 presidential election,(1) First time voting,(1) I did not vote in the 2014 election for Congress,"(2) No, it is not","(1) Yes, it is",(1) I've known all along,(1) Men,(1) 18-24,(88) REMOVED FOR DISCLOSURE RISK,(3) Latino or Hispanic,(2) Some college/assoc. degree,"(3) $50,000-$74,999",(1) Democrat,(1) Democrat/Lean Dem,(1) Very liberal,(8) None,(4) Unaffiliated,(2) Suburban,(3) Form 3
20032593,1101.2480764,1062.3042145,655.21178162,620.80350264,(TX) Texas,(43) Texas,(1) Extremely interested,(5) I already voted,(12) Already voted,(1) Likely voter,(2) Early/Absentee,(3) Trump was not a factor,(1) Very favorable,(4) Very unfavorable,(2) Somewhat important,(2) Holding steady,(2) Hurt,(2) Hurt,(4) Expand the law,(1) Offered a chance to apply for legal status,(1) Yes,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(2) No, it is not","(1) Yes, it is",(1) I've known all along,(1) Men,(4) 40-49,(88) REMOVED FOR DISCLOSURE RISK,(3) Latino or Hispanic,(4) Postgraduate study,"(5) $100,000 or more",(1) Democrat,(1) Democrat/Lean Dem,(2) Somewhat liberal,(8) None,(4) Unaffiliated,(1) Urban,(2) Form 2
20032637,293.978763,283.58267822,286.53885561,253.020188,(WI) Wisconsin,(48) Wisconsin,(1) Extremely interested,(1) Definitely will vote,(10) 10-Certain will vote,(1) Likely voter,(1) Election Day,(3) Trump was not a factor,(2) Somewhat favorable,(4) Very unfavorable,(3) Not too important,(3) Falling behind,(1) Help,(2) Hurt,(2) Repeal parts of the law,(2) Deported to the country they came from,(1) Yes,(4) I'm sure I voted,(2) Not,(1) I did not vote in the 2014 election for Congress,"(1) Yes, it is","(1) Yes, it is",(2) I decided over the course of the campaign,(2) Women,(1) 18-24,(1) White,(1) White,(3) College graduate,"(2) $25,000-$49,999",(3) Neither,(2) Republican/Lean Rep,(3) Moderate,(1) Protestant,(1) Protestant/Other Christian,(4) Rural,(4) Form 4
20032642,642.07638521,619.37038948,385.23490297,378.62775519,(GA) Georgia,(10) Georgia,(1) Extremely interested,(1) Definitely will vote,(10) 10-Certain will vote,(1) Likely voter,(1) Election Day,(3) Trump was not a factor,,,,(2) Holding steady,(2) Hurt,(2) Hurt,(4) Expand the law,(1) Offered a chance to apply for legal status,(1) Yes,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(2) No, it is not","(1) Yes, it is",(1) I've known all along,(1) Men,(5) 50-64,(88) REMOVED FOR DISCLOSURE RISK,(1) White,(4) Postgraduate study,"(2) $25,000-$49,999",(1) Democrat,(1) Democrat/Lean Dem,(1) Very liberal,(8) None,(4) Unaffiliated,(3) Small town,(3) Form 3
20032675,11116.722637,10723.597671,8185.3803177,8588.2252718,(CA) California,(5) California,(1) Extremely interested,(5) I already voted,(12) Already voted,(1) Likely voter,(2) Early/Absentee,(2) Voted to express opposition for Trump,,,(1) Very important,(2) Holding steady,(2) Hurt,(3) No difference,(4) Expand the law,(1) Offered a chance to apply for legal status,(1) Yes,(4) I'm sure I voted,(2) Not,(99) DON'T KNOW/SKIPPED/REFUSED (VOL),"(2) No, it is not","(1) Yes, it is",(1) I've known all along,(2) Women,(3) 30-39,(1) White,(1) White,(4) Postgraduate study,"(4) $75,000-$99,999",(1) Democrat,(1) Democrat/Lean Dem,(2) Somewhat liberal,(8) None,(4) Unaffiliated,(2) Suburban,(4) Form 4
20032683,1288.087541,1242.5364027,862.56008042,810.00703819,(WV) West Virginia,(49) West Virginia,(1) Extremely interested,(1) Definitely will vote,(10) 10-Certain will vote,(1) Likely voter,(1) Election Day,(2) Voted to express opposition for Trump,(1) Very favorable,(4) Very unfavorable,(1) Very important,(2) Holding steady,(2) Hurt,(2) Hurt,(2) Repeal parts of the law,(1) Offered a chance to apply for legal status,(1) Yes,(4) I'm sure I voted,(2) Not,(4) I'm sure I voted,"(2) No, it is not","(1) Yes, it is",(2) I decided over the course of the campaign,(1) Men,(6) 65+,(1) White,(1) White,(1) High school or less,"(5) $100,000 or more",(1) Democrat,(1) Democrat/Lean Dem,(3) Moderate,(8) None,(4) Unaffiliated,(3) Small town,(3) Form 3
