"","SEX","RACE","MAR","LANX","WAOB","DIS","HICOV","MIG","SCH"
"7659",1,1,1,2,1,2,1,1,1
"7660",1,1,3,2,1,2,1,1,1
"7661",1,1,3,2,1,2,1,1,1
"7662",1,1,4,2,1,2,2,1,1
"7663",2,2,5,2,1,1,1,1,1
"7664",2,1,1,2,1,2,1,3,1
"7665",1,1,1,2,1,2,1,3,1
"7666",2,1,2,1,4,2,1,1,1
"7667",1,1,5,2,1,2,1,1,1
"7668",2,1,3,1,5,2,1,3,1
"7669",1,1,5,2,1,1,2,3,2
"7670",2,1,1,2,1,2,1,3,1
"7671",1,1,1,2,1,2,1,3,1
"7672",2,1,1,2,1,2,1,1,1
"7673",1,1,1,2,1,2,1,1,1
"7674",2,1,5,2,1,2,1,1,2
"7675",1,1,5,2,1,1,1,1,2
"7676",1,2,3,2,1,2,2,1,1
"7677",1,1,1,2,1,2,1,1,1
"7678",2,1,1,2,1,2,1,1,1
"7679",2,1,2,2,1,1,1,1,1
"7680",2,1,5,2,1,2,1,1,1
"7681",2,1,2,2,1,1,1,1,1
"7682",2,2,5,2,1,2,1,1,1
"7683",1,2,3,2,1,2,1,1,1
"7684",2,1,1,2,1,2,1,1,1
"7685",1,1,1,2,1,2,1,1,1
"7686",1,1,1,2,1,1,1,1,1
"7687",2,1,1,2,1,2,1,1,1
"7688",1,2,3,2,1,1,1,1,1
"7689",1,1,1,2,1,2,1,1,1
"7690",2,1,1,2,1,2,1,1,1
"7691",2,1,1,2,1,2,2,1,1
"7692",1,1,1,2,1,1,1,1,1
"7693",1,1,1,2,1,2,1,1,1
"7694",2,1,1,1,1,2,1,1,1
"7695",2,2,5,2,1,2,1,3,3
"7696",1,2,5,2,4,2,2,3,3
"7697",1,1,1,2,1,2,1,1,1
"7698",2,1,1,2,1,2,1,1,1
"7699",2,2,3,2,1,1,1,1,1
"7700",1,2,5,2,1,2,1,1,1
"7701",1,1,1,1,3,2,2,1,1
"7702",2,1,1,2,1,2,1,1,1
"7703",2,1,5,2,1,1,1,1,1
"7704",2,1,1,2,1,2,1,3,1
"7705",1,1,1,2,1,2,1,3,1
"7706",1,1,1,2,1,2,1,1,1
"7707",2,1,1,1,1,2,1,1,1
"7708",2,2,3,2,1,2,1,1,1
"7709",2,1,3,2,1,1,1,1,1
"7710",2,1,3,2,1,2,1,1,1
"7711",2,1,3,2,1,1,2,1,1
"7712",1,5,5,2,1,1,1,3,2
"7713",2,2,5,2,1,2,1,3,3
"7714",2,1,3,2,1,1,1,1,1
"7715",2,1,3,2,1,2,1,1,1
"7716",1,1,1,2,1,2,1,1,1
"7717",2,1,1,2,1,1,1,1,1
"7718",1,1,1,2,1,2,1,1,1
"7719",2,1,1,2,1,2,1,1,1
"7720",2,1,5,2,1,2,1,3,1
"7721",1,1,5,2,1,2,1,1,1
"7722",2,1,3,2,1,2,1,1,1
"7723",1,1,5,2,1,2,1,3,1
"7724",2,1,5,2,1,2,1,1,1
"7725",2,1,5,2,1,2,1,3,1
"7726",1,1,1,2,1,2,1,1,1
"7727",2,1,1,2,1,2,1,1,1
"7728",1,1,1,2,1,2,1,1,1
"7729",1,1,1,2,1,2,1,1,1
"7730",2,1,1,2,1,2,2,1,1
"7731",1,2,3,2,1,2,2,1,1
"7732",1,1,2,2,1,2,1,1,1
"7733",2,1,1,2,1,2,1,3,2
"7734",1,2,1,2,1,2,1,3,1
"7735",2,1,1,2,1,2,1,1,1
"7736",1,1,1,2,1,2,1,1,1
"7737",1,1,3,2,1,1,1,1,1
"7738",1,1,5,1,3,2,2,1,1
"7739",2,1,3,2,1,1,1,1,1
"7740",2,1,4,2,1,2,1,1,1
"7741",2,1,1,2,1,2,1,1,1
"7742",1,1,1,2,1,1,1,1,1
"7743",1,1,5,2,1,2,1,3,1
"7744",2,2,1,2,1,2,1,3,1
"7745",1,2,1,2,1,2,1,3,1
"7746",1,1,1,2,1,2,1,1,1
"7747",2,1,1,2,1,2,1,1,1
"7748",2,1,3,2,1,1,1,3,3
"7749",2,2,2,2,1,2,1,1,1
"7750",2,2,3,2,1,2,1,3,1
"7751",2,1,2,2,1,2,1,1,1
"7752",2,1,5,2,1,2,2,1,1
"7753",2,1,5,2,1,2,1,1,1
"7754",2,2,5,2,1,2,2,1,1
"7755",1,1,1,2,1,1,1,1,1
"7756",1,6,1,2,1,2,1,1,1
"7757",2,6,1,1,4,2,1,1,1
"7758",1,6,5,2,1,1,1,1,2
"7759",1,6,5,2,1,1,1,1,2
"7760",2,1,2,2,1,2,1,1,1
"7761",2,1,1,2,1,2,1,1,1
"7762",1,1,1,2,1,2,1,1,1
"7763",1,1,1,1,5,2,1,1,1
"7764",2,1,1,2,1,2,1,1,1
"7765",1,1,5,2,1,2,1,1,1
"7766",1,2,5,2,1,2,2,1,2
"7767",1,1,5,2,1,2,1,1,1
"7768",1,2,1,2,1,2,1,1,1
"7769",1,1,1,1,3,2,2,1,1
"7770",2,1,1,2,1,2,1,1,1
"7771",2,1,1,2,1,2,2,1,1
"7772",1,1,1,2,1,2,2,1,1
"7773",1,1,1,2,1,2,2,1,1
"7774",2,1,1,2,1,2,1,1,1
"7775",2,1,3,2,1,1,1,1,2
"7776",1,1,4,2,1,1,1,1,1
"7777",1,2,5,2,1,2,2,3,1
"7778",2,3,5,2,1,2,1,1,1
"7779",1,1,1,2,1,2,1,1,1
"7780",2,1,1,2,1,1,1,1,1
"7781",1,1,3,2,1,2,1,1,1
"7782",2,1,1,2,1,2,1,1,1
"7783",1,1,1,2,1,2,1,1,1
"7784",2,1,5,2,1,2,1,1,2
"7785",1,2,5,2,1,2,2,1,1
"7786",1,1,3,2,1,1,1,1,1
"7787",1,1,3,2,1,2,2,1,1
"7788",2,1,5,2,1,2,1,1,2
"7789",2,1,2,2,1,1,1,1,1
"7790",1,1,1,2,1,2,1,3,1
"7791",2,1,1,2,1,2,2,3,1
"7792",1,1,5,2,1,2,1,3,1
"7793",2,1,5,2,1,2,1,1,2
"7794",1,1,5,2,1,2,1,1,1
"7795",1,2,5,2,1,2,1,1,1
"7796",2,1,1,2,1,2,1,1,1
"7797",2,1,3,2,1,2,1,1,1
"7798",1,1,5,2,1,2,1,1,1
"7799",1,1,3,2,1,2,1,3,2
"7800",2,1,1,2,1,2,1,1,1
"7801",1,1,1,2,1,2,1,1,1
"7802",2,1,5,2,1,2,1,1,1
"7803",1,1,5,2,1,1,2,1,1
"7804",2,1,1,2,1,2,2,1,1
"7805",1,1,1,2,1,1,1,1,1
"7806",1,2,1,2,1,2,1,1,1
"7807",2,2,1,2,1,2,1,1,1
"7808",1,1,5,2,1,2,2,1,1
"7809",2,1,1,1,3,2,2,3,2
"7810",1,1,1,2,1,2,1,3,1
"7811",1,4,1,2,1,2,1,1,1
"7812",2,4,1,2,1,2,1,1,1
"7813",2,2,4,2,1,1,1,1,1
"7814",2,2,5,2,1,2,1,1,3
"7815",2,2,5,2,1,2,2,1,2
"7816",2,1,3,2,1,2,1,1,1
"7817",2,2,5,2,1,2,2,3,2
"7818",1,1,1,2,1,1,2,1,1
"7819",2,1,1,2,1,2,1,1,1
"7820",1,1,1,2,1,1,1,1,1
"7821",2,1,1,2,1,2,1,1,1
"7822",2,2,5,2,1,2,1,1,1
"7823",2,2,5,2,1,2,1,1,1
"7824",2,2,5,2,1,2,1,1,1
"7825",2,2,5,2,1,2,1,1,2
"7826",2,1,3,2,1,2,1,1,1
"7827",1,1,3,2,1,2,1,1,1
"7828",1,1,1,2,1,2,1,1,1
"7829",2,1,1,2,1,2,1,1,1
"7830",2,1,1,2,1,2,1,1,1
"7831",1,1,1,2,1,2,1,1,2
"7832",2,1,3,2,1,2,2,1,1
"7833",1,1,5,2,1,2,2,1,1
"7834",2,2,5,2,1,2,1,1,2
"7835",2,1,3,2,1,2,1,1,1
"7836",1,5,5,2,1,2,1,1,1
"7837",1,1,1,2,1,2,1,1,1
"7838",2,1,1,2,1,2,1,1,1
"7839",2,1,1,2,1,2,1,3,2
"7840",1,1,1,2,1,2,1,3,1
"7841",1,1,1,2,1,2,1,1,1
"7842",2,1,1,2,1,1,1,1,1
"7843",1,1,1,2,2,2,1,1,1
"7844",2,1,1,2,1,2,1,3,1
"7845",1,1,1,2,1,2,1,1,1
"7846",2,1,1,2,1,2,1,1,1
"7847",1,1,1,2,1,2,1,1,1
"7848",2,1,1,2,1,2,2,1,1
"7849",1,1,1,2,1,2,1,1,1
"7850",2,1,1,2,1,2,1,1,1
"7851",2,2,2,2,1,2,1,1,1
"7852",1,1,1,2,1,1,1,1,1
"7853",2,1,1,2,1,2,1,1,1
"7854",2,1,2,2,5,2,1,1,1
"7855",2,2,3,2,1,1,1,3,1
"7856",1,1,1,2,1,2,1,1,1
"7857",2,1,1,2,1,2,1,1,1
"7858",2,1,3,2,1,2,1,1,1
"7859",1,1,1,2,1,1,1,1,1
"7860",2,1,1,2,1,2,1,1,1
"7861",1,1,5,2,1,1,2,1,2
"7862",2,1,1,2,1,2,1,1,2
"7863",1,1,1,2,1,2,1,1,1
"7864",2,2,2,2,1,1,1,1,1
"7865",2,1,3,2,1,2,1,1,1
"7866",2,1,3,2,1,2,1,1,1
"7867",2,1,5,2,1,2,1,3,1
"7868",1,1,3,2,1,2,2,1,1
"7869",2,2,1,2,1,1,1,1,1
"7870",1,2,1,2,1,2,1,1,1
"7871",1,1,1,2,1,2,1,1,1
"7872",2,1,1,2,1,1,1,1,1
"7873",1,1,1,2,1,2,1,3,1
"7874",2,1,1,2,1,2,1,3,1
"7875",2,1,3,2,1,2,1,1,1
"7876",1,1,4,2,1,2,1,1,1
"7877",1,1,1,2,1,2,1,1,1
"7878",2,1,1,1,1,2,1,1,1
"7879",2,1,1,2,1,2,1,1,1
"7880",1,1,1,2,1,2,1,1,1
"7881",1,1,1,2,1,2,1,1,1
"7882",2,1,1,2,1,2,1,1,1
"7883",2,1,1,2,1,2,1,1,1
"7884",1,1,1,2,1,2,1,1,1
"7885",1,1,1,2,1,2,1,1,1
"7886",2,1,1,1,5,2,1,1,1
"7887",2,2,1,2,1,2,2,1,1
"7888",1,2,1,2,1,2,2,1,1
"7889",1,2,3,2,1,2,1,3,1
"7890",2,1,5,1,3,2,2,3,1
"7891",2,1,1,2,1,2,1,1,1
"7892",2,1,2,2,1,1,1,1,1
"7893",2,1,3,2,1,2,1,1,1
"7894",2,1,5,2,1,2,1,1,1
"7895",1,1,1,2,1,2,1,1,1
"7896",2,1,1,2,1,2,1,1,1
"7897",1,1,1,2,1,2,2,1,1
"7898",2,1,1,2,5,2,1,1,1
"7899",1,1,1,2,1,2,1,1,3
"7900",2,1,1,2,1,1,1,1,1
"7901",1,3,1,2,1,2,1,1,1
"7902",2,3,1,2,1,2,1,1,1
"7903",2,3,4,2,1,2,2,3,1
"7904",1,1,1,2,1,2,1,3,1
"7905",2,1,1,2,1,2,1,3,1
"7906",2,2,5,2,1,2,1,1,1
"7907",1,1,1,2,1,2,1,1,1
"7908",2,1,1,1,1,2,1,1,2
"7909",1,1,1,2,1,2,1,1,1
"7910",2,1,1,1,1,2,1,1,1
"7911",2,1,4,2,1,2,2,1,1
"7912",2,1,5,2,1,2,1,1,2
"7913",2,1,5,2,1,2,1,1,1
"7914",2,2,5,2,1,2,1,1,1
"7915",2,2,5,2,1,2,2,1,1
"7916",1,1,1,2,1,1,2,1,1
"7917",2,1,1,2,1,2,1,1,1
"7918",2,1,1,2,1,2,1,1,1
"7919",1,1,1,2,1,2,1,1,1
"7920",1,1,2,2,1,2,1,1,1
"7921",2,1,5,1,3,2,2,1,1
"7922",1,1,1,2,1,1,2,1,1
"7923",2,1,1,2,1,2,1,1,1
"7924",2,1,2,2,1,2,1,1,1
"7925",1,2,3,2,1,1,2,1,1
"7926",1,2,5,2,1,2,2,3,1
"7927",2,1,1,2,1,2,1,3,1
"7928",1,1,1,2,1,2,1,3,1
"7929",2,3,1,2,1,1,1,1,1
"7930",1,3,1,2,1,2,1,1,1
"7931",2,3,3,2,1,1,1,1,1
"7932",1,1,4,2,1,2,1,1,1
"7933",1,5,5,2,1,2,1,1,1
"7934",2,1,5,2,1,2,1,1,1
"7935",2,2,5,2,1,2,2,1,1
"7936",2,2,2,1,3,2,1,3,1
"7937",2,2,2,2,1,1,1,1,1
"7938",1,2,2,2,1,2,1,1,1
"7939",1,1,1,2,1,2,1,1,1
"7940",2,1,1,2,1,2,1,1,1
"7941",2,1,2,2,1,1,1,1,1
"7942",2,1,1,2,1,2,1,1,2
"7943",2,1,2,2,1,2,1,1,1
"7944",2,1,5,2,1,2,1,1,1
"7945",1,1,5,2,1,2,1,1,1
"7946",1,1,3,2,1,2,1,1,1
"7947",2,1,5,2,1,2,1,1,2
"7948",2,1,1,2,1,2,1,1,1
"7949",1,1,1,2,1,2,1,1,1
"7950",1,1,5,2,1,2,1,1,1
"7951",2,1,2,2,1,2,1,1,1
"7952",2,1,4,2,1,2,2,1,1
"7953",2,1,5,2,1,2,1,3,1
"7954",2,1,5,2,1,2,1,3,3
"7955",2,1,5,2,1,2,1,3,3
"7956",2,1,5,2,1,2,1,3,2
"7957",1,1,1,2,1,2,1,1,1
"7958",2,1,1,2,1,2,1,1,1
"7959",2,1,5,2,5,2,1,1,2
"7960",2,2,2,2,1,1,1,1,3
"7961",2,2,1,1,1,1,1,1,1
"7962",1,2,1,2,1,2,1,1,1
"7963",1,1,5,2,1,2,1,1,1
"7964",1,1,1,2,1,2,1,1,1
"7965",2,1,1,2,1,2,1,1,1
"7966",2,1,5,2,1,2,2,1,1
"7967",2,1,3,2,1,1,1,1,1
"7968",1,1,1,1,3,2,1,1,1
"7969",2,1,1,1,3,2,2,1,1
"7970",2,1,1,2,1,2,2,1,1
"7971",1,1,1,2,1,2,1,1,2
"7972",1,1,3,2,1,2,1,1,1
"7973",1,1,1,2,1,2,2,1,1
"7974",2,1,1,2,1,2,1,1,1
"7975",1,1,1,1,5,2,1,1,1
"7976",2,1,1,2,1,2,1,1,1
"7977",2,1,5,2,1,2,1,1,2
"7978",2,2,2,1,1,2,1,1,1
"7979",2,2,5,2,1,2,1,1,1
"7980",2,2,2,2,1,1,2,1,1
"7981",2,2,1,2,1,2,1,3,1
"7982",1,2,1,2,1,2,1,1,1
"7983",2,2,5,2,1,2,1,1,1
"7984",2,1,1,2,1,2,1,3,1
"7985",1,1,1,2,1,1,1,3,1
"7986",1,1,5,2,1,2,1,1,1
"7987",2,1,2,1,3,2,1,1,1
"7988",2,6,3,1,4,2,2,1,1
"7989",1,1,5,1,3,2,2,1,3
"7990",1,2,3,2,1,2,2,1,1
"7991",1,1,1,2,1,1,1,1,1
"7992",2,1,1,2,1,1,1,1,1
"7993",1,1,1,2,1,2,1,1,1
"7994",2,6,1,1,4,2,1,1,2
"7995",2,1,2,2,1,1,1,1,1
"7996",2,5,2,2,1,1,1,3,1
"7997",1,2,3,2,1,1,1,1,1
"7998",2,1,3,2,1,2,2,3,1
"7999",2,1,1,2,1,2,1,3,1
"8000",1,1,1,2,1,2,1,3,1
"8001",1,1,5,2,1,2,1,1,1
"8002",2,1,1,2,1,2,1,3,1
"8003",1,1,1,2,1,2,1,3,2
"8004",1,1,5,2,1,2,2,1,1
"8005",1,1,1,2,1,2,1,1,1
"8006",2,1,1,2,1,2,1,1,1
"8007",1,1,5,2,1,2,1,1,2
"8008",1,2,5,2,1,1,1,1,2
"8009",2,2,2,2,1,1,1,1,1
"8010",2,2,3,2,1,1,1,1,1
"8011",1,2,5,2,1,2,2,1,1
"8012",1,2,5,2,1,2,2,1,1
"8013",1,1,3,1,3,2,1,1,1
"8014",2,2,5,2,1,2,1,3,1
"8015",1,2,5,2,1,2,1,3,1
"8016",1,2,5,1,1,2,1,3,1
"8017",1,1,1,2,1,2,1,1,1
"8018",2,1,1,1,5,2,1,1,1
"8019",1,6,1,2,4,2,1,1,1
"8020",2,6,1,2,6,2,1,1,1
"8021",2,1,1,2,1,2,1,1,1
"8022",1,1,1,2,1,2,1,1,1
"8023",1,1,1,2,1,1,1,1,1
"8024",2,1,1,2,1,2,2,1,1
"8025",1,1,5,2,1,2,2,1,1
"8026",2,1,2,2,1,1,1,1,1
"8027",1,6,1,2,4,2,1,1,1
"8028",2,6,1,2,1,2,1,1,1
"8029",1,1,1,2,1,2,1,1,1
"8030",2,1,1,2,1,2,2,1,1
"8031",2,1,1,2,1,2,1,1,1
"8032",1,1,1,2,1,2,2,1,1
"8033",1,1,5,1,1,2,1,1,1
"8034",2,1,1,2,1,2,1,1,1
"8035",1,1,1,2,1,2,1,1,1
"8036",2,1,5,2,1,2,1,1,1
"8037",2,2,3,2,1,2,1,3,1
"8038",1,1,1,2,1,2,1,1,1
"8039",2,1,1,2,1,1,1,1,1
"8040",1,1,1,2,1,2,1,1,1
"8041",2,1,1,2,1,1,1,1,1
"8042",1,1,1,2,1,1,1,1,1
"8043",2,1,1,1,3,2,1,1,1
"8044",1,1,2,2,1,1,1,1,1
"8045",2,2,1,2,1,2,2,1,1
"8046",1,2,1,2,1,2,2,1,1
"8047",2,2,2,2,1,2,1,1,1
"8048",1,1,4,2,1,2,1,1,1
"8049",2,1,5,2,1,1,1,3,2
"8050",2,1,3,2,1,1,1,1,1
"8051",1,1,5,2,1,2,2,3,1
"8052",2,2,2,2,1,2,1,1,1
"8053",1,1,1,2,1,2,1,1,1
"8054",2,1,1,2,1,2,1,1,1
"8055",1,1,1,2,1,2,1,1,1
"8056",2,1,1,2,1,2,1,1,1
"8057",2,2,3,1,3,2,1,1,1
"8058",1,2,5,1,1,2,1,1,1
"8059",2,2,5,2,1,2,2,1,1
"8060",1,1,1,2,1,2,1,3,1
"8061",2,6,1,2,4,1,1,3,1
"8062",2,1,1,2,1,2,1,1,1
"8063",2,1,5,2,1,2,1,3,3
"8064",1,1,1,2,1,2,1,1,2
"8065",1,1,1,2,1,1,2,1,1
"8066",2,1,1,2,1,1,2,1,1
"8067",2,2,4,2,1,1,1,1,1
"8068",2,2,5,2,1,1,1,1,2
"8069",1,1,1,2,1,1,1,1,1
"8070",2,1,1,2,1,2,1,1,1
"8071",1,1,5,2,1,2,2,3,2
"8072",2,2,5,2,1,2,2,1,1
"8073",1,2,5,2,1,1,1,1,2
"8074",2,1,2,2,1,2,1,3,1
"8075",2,1,5,2,1,2,1,1,1
"8076",1,1,3,2,1,2,1,1,1
"8077",1,2,1,1,6,2,1,1,1
"8078",2,2,1,1,6,2,1,1,1
"8079",2,2,5,2,1,1,1,1,1
"8080",2,1,1,2,1,2,1,3,1
"8081",1,1,1,2,1,1,1,3,1
"8082",2,1,5,1,1,2,1,3,2
"8083",2,1,5,2,1,2,1,1,1
"8084",2,2,3,2,1,1,1,1,1
"8085",1,1,5,2,1,2,2,1,1
"8086",1,1,3,2,1,2,2,1,1
"8087",2,1,1,2,1,2,1,1,1
"8088",1,1,1,2,1,2,1,1,1
"8089",1,1,1,2,1,1,1,1,1
"8090",2,1,1,1,5,2,1,1,1
"8091",2,1,1,2,1,2,1,3,1
"8092",1,1,1,2,1,2,1,1,1
"8093",2,1,5,2,1,1,1,3,2
"8094",1,1,1,2,1,2,1,1,1
"8095",2,1,1,2,1,2,1,1,2
"8096",1,1,1,2,1,1,1,1,1
"8097",2,1,1,1,3,2,1,1,1
"8098",1,1,1,1,1,2,1,1,1
"8099",2,1,1,2,1,2,1,1,1
"8100",1,1,5,2,1,2,1,1,1
"8101",2,1,5,2,1,2,2,1,1
"8102",1,1,1,2,1,2,1,1,1
"8103",2,1,1,2,1,2,1,1,1
"8104",1,1,1,2,1,2,1,1,1
"8105",2,1,1,1,1,2,1,1,1
"8106",2,1,1,1,3,2,2,1,1
"8107",1,1,1,2,1,2,1,3,1
"8108",1,1,1,2,5,2,1,1,1
"8109",2,1,1,2,1,2,1,1,1
"8110",1,1,1,2,1,2,1,1,1
"8111",2,1,1,2,1,2,1,1,1
"8112",2,2,5,2,1,1,1,1,2
"8113",1,1,1,2,1,2,1,1,1
"8114",2,1,1,2,1,2,1,1,1
"8115",2,1,5,2,1,2,2,3,3
"8116",1,2,3,2,2,2,2,1,1
"8117",2,1,1,2,1,2,1,1,1
"8118",1,1,1,2,1,2,1,1,1
"8119",2,1,3,2,1,2,1,1,1
"8120",2,1,4,2,1,2,1,1,1
"8121",2,1,5,2,1,2,1,1,1
"8122",2,1,5,2,1,2,1,1,1
"8123",1,1,1,2,1,2,1,1,1
"8124",2,1,1,2,1,2,1,1,1
"8125",1,1,1,2,1,1,1,1,1
"8126",2,1,1,2,1,2,1,1,1
"8127",1,1,1,2,1,2,1,1,1
"8128",2,1,1,2,1,1,1,1,1
"8129",2,1,2,2,1,1,1,1,1
"8130",1,1,1,2,1,2,1,3,1
"8131",2,1,1,2,1,2,1,3,1
"8132",1,2,1,2,1,2,1,1,1
"8133",2,2,1,1,1,1,1,1,1
"8134",2,1,2,2,1,1,1,1,1
"8135",2,2,1,2,1,2,1,1,1
"8136",1,2,1,1,6,2,2,1,1
"8137",2,2,5,2,1,2,1,1,1
"8138",2,1,3,2,1,2,1,1,1
"8139",1,1,1,2,1,2,1,1,1
"8140",2,1,1,2,1,2,1,1,1
"8141",2,2,5,2,1,2,2,1,1
"8142",2,1,2,2,1,1,1,1,1
"8143",1,1,1,2,1,1,1,1,1
"8144",2,1,1,2,1,2,1,3,1
"8145",2,1,5,2,1,2,1,1,2
"8146",2,2,5,2,1,2,2,1,1
"8147",1,1,1,2,1,2,1,1,1
"8148",2,1,1,2,1,2,1,1,1
"8149",2,1,5,1,5,2,1,3,3
"8150",1,1,1,2,1,1,1,1,1
"8151",2,1,1,2,1,1,1,1,1
"8152",2,2,3,1,1,2,1,3,1
"8153",1,2,5,2,1,1,1,1,1
"8154",1,1,1,1,4,2,2,1,2
"8155",2,5,1,2,1,1,1,1,1
"8156",1,2,1,2,1,2,2,3,1
"8157",2,2,1,2,1,2,1,3,1
"8158",1,2,1,2,1,2,1,1,1
"8159",2,2,1,2,1,2,1,1,1
"8160",1,1,5,1,1,2,1,1,1
"8161",2,6,1,2,4,2,1,1,1
"8162",1,1,1,1,4,2,1,1,1
"8163",2,1,1,2,1,2,1,1,1
"8164",1,1,5,2,1,2,1,1,1
"8165",1,1,1,2,1,2,1,1,1
"8166",2,1,1,2,1,2,1,1,1
"8167",2,1,3,1,3,2,2,1,1
"8168",1,1,1,2,1,1,1,1,1
"8169",2,1,1,2,1,2,1,1,1
"8170",1,1,5,1,3,2,2,1,2
"8171",2,2,5,1,1,2,1,1,1
"8172",1,1,1,2,1,2,1,1,1
"8173",2,1,1,2,1,2,1,1,1
"8174",2,1,3,2,1,2,1,1,1
"8175",2,2,3,2,1,2,1,1,1
"8176",1,2,5,2,1,2,1,1,1
"8177",2,2,1,2,1,2,2,1,1
"8178",1,2,1,2,1,2,1,1,1
"8179",2,1,1,2,1,2,1,1,1
"8180",1,1,1,2,1,1,1,1,1
"8181",1,1,3,2,1,2,1,1,1
"8182",2,1,4,2,1,2,2,1,1
"8183",1,1,5,2,1,1,1,1,1
"8184",1,2,1,1,6,2,1,1,1
"8185",2,2,1,2,1,2,1,1,1
"8186",2,2,5,2,1,2,2,1,1
"8187",1,6,1,1,4,2,1,1,1
"8188",2,6,1,2,4,2,1,1,1
"8189",2,2,2,2,1,1,1,1,1
"8190",1,1,1,2,1,2,2,1,1
"8191",2,1,1,2,1,2,1,1,1
"8192",2,1,1,2,1,2,1,1,1
"8193",1,1,1,2,1,2,1,1,1
"8194",1,2,1,2,1,2,2,1,2
"8195",2,2,1,2,1,2,1,2,1
"8196",1,1,1,2,1,2,1,3,1
"8197",2,1,1,2,1,2,1,3,1
"8198",2,1,2,1,1,1,1,1,1
"8199",2,1,2,2,1,1,1,1,1
"8200",2,1,4,2,1,1,1,3,1
"8201",1,1,4,2,1,1,1,3,1
"8202",1,1,1,2,1,1,1,1,1
"8203",2,1,1,2,1,2,1,1,1
"8204",2,1,2,2,1,2,1,1,1
"8205",2,2,3,1,3,2,2,1,1
"8206",2,2,3,2,1,2,1,3,1
"8207",1,2,5,2,1,2,2,3,1
"8208",1,2,5,2,1,2,1,1,1
"8209",2,2,5,2,1,2,1,1,1
"8210",2,3,1,2,1,2,1,1,1
"8211",1,2,1,2,1,2,1,1,1
"8212",1,1,1,2,1,2,1,3,1
"8213",2,1,3,2,1,2,2,3,1
"8214",1,1,3,2,1,2,1,1,1
"8215",2,1,5,2,1,1,1,1,2
"8216",2,1,5,2,1,2,1,1,2
"8217",1,1,1,2,1,2,1,1,1
"8218",2,1,1,2,6,2,1,1,1
"8219",1,1,1,2,1,2,2,1,1
"8220",2,1,1,2,1,2,1,1,1
"8221",1,1,5,2,1,2,1,1,1
"8222",1,1,1,2,1,2,1,1,1
"8223",2,1,4,2,1,2,1,3,1
"8224",1,1,2,2,1,1,1,1,1
"8225",1,1,1,2,1,2,1,1,1
"8226",2,1,1,2,1,2,1,1,1
"8227",2,2,5,2,1,2,2,1,1
"8228",2,6,1,2,4,2,1,1,1
"8229",1,6,1,2,4,2,1,1,1
"8230",2,6,2,2,1,2,1,3,1
"8231",2,2,2,2,1,2,1,1,1
"8232",2,2,5,2,1,2,1,1,1
"8233",2,2,5,2,1,2,1,1,1
"8234",2,1,3,2,1,2,1,1,1
"8235",1,1,4,2,1,2,2,1,2
"8236",2,1,5,2,1,2,1,1,1
"8237",2,2,5,2,1,2,1,3,1
"8238",1,1,1,2,1,2,1,3,2
"8239",2,1,1,2,1,2,1,3,1
"8240",2,1,5,2,1,2,1,1,1
"8241",2,1,5,2,1,2,1,1,1
"8242",1,1,5,2,1,2,1,1,1
"8243",1,1,1,1,3,2,2,1,1
"8244",2,1,1,2,1,2,1,1,1
"8245",1,1,1,2,1,2,1,1,1
"8246",2,1,1,2,1,2,2,1,1
"8247",1,1,1,2,1,2,1,1,1
"8248",2,1,1,2,1,2,1,1,1
"8249",1,2,5,2,1,1,1,1,2
"8250",2,1,2,2,1,2,1,1,1
"8251",1,1,1,2,1,2,1,3,1
"8252",2,1,1,2,1,2,1,3,1
"8253",2,1,1,2,1,2,1,3,1
"8254",1,1,1,2,1,2,1,3,1
"8255",1,1,1,2,1,1,1,1,1
"8256",2,1,1,2,1,1,1,1,1
"8257",1,1,3,2,1,2,1,1,1
"8258",1,1,3,2,1,2,1,1,1
"8259",2,1,3,1,1,2,1,1,1
"8260",1,2,5,2,1,2,1,3,3
"8261",1,1,1,2,1,2,1,1,3
"8262",2,1,1,2,1,2,1,1,1
"8263",1,2,5,2,1,2,1,3,1
"8264",2,1,3,2,1,2,1,1,1
"8265",2,1,5,2,1,2,1,1,1
"8266",1,1,3,2,1,1,1,1,1
"8267",1,1,1,2,1,2,1,1,1
"8268",2,1,1,2,1,1,1,1,1
"8269",1,1,5,2,1,2,2,1,2
"8270",1,1,1,2,1,1,1,1,1
"8271",2,1,1,2,1,2,1,1,1
"8272",2,2,3,1,1,2,1,1,1
"8273",1,2,5,2,1,2,1,1,1
"8274",2,2,2,2,1,2,1,1,1
"8275",2,2,3,2,1,2,1,1,1
"8276",1,2,5,2,1,2,2,1,1
"8277",1,2,5,2,1,2,2,1,1
"8278",1,1,1,2,1,2,1,1,1
"8279",2,1,1,2,1,2,2,1,1
"8280",2,1,3,2,1,2,2,1,1
"8281",1,1,5,2,1,2,2,1,1
"8282",2,1,5,2,1,2,1,1,1
"8283",2,1,5,2,1,2,1,1,1
"8284",2,1,5,2,1,1,1,1,1
"8285",2,1,3,2,1,2,1,1,1
"8286",1,1,4,2,1,1,1,1,1
"8287",1,1,1,2,1,2,1,1,1
"8288",2,1,1,2,1,2,1,1,2
"8289",2,1,3,2,1,1,1,1,1
"8290",1,1,1,2,1,2,1,3,1
"8291",2,1,1,2,1,2,1,3,1
"8292",1,1,1,2,1,2,1,1,1
